journal,Publisher_abdc,ISSN,year_inception,FoR,abdc_ranking,year
New Zealand Geographer,0028-8144,1745-7939,http://www3.interscience.wiley.com/,"1,499",B,2010
New Zealand Intellectual Property Journal,1359-9054,,,"1,80,105",B,2010
New Zealand Journal of Applied Business Research,1175-8007,,,"1,503",C,2010
New Zealand Journal of Employment Relations,,1176-4716,http://www.nzjournal.org/,"1,503",B,2010
New Zealand Journal of Human Resources Management,1175-5407,,http://www.nzjhrm.co.nz,1503,C,2010
New Zealand Journal of Taxation Law and Policy,1322-4417,,,"1,80,125",B,2010
New Zealand Law Journal,0028-8373,,,"1,80,105",B,2010
New Zealand Law Review,1173-5864,,http://search.informit.com.au/,"1,80,105",B,2010
New Zealand Population Review,0111-199X,,http://www.ebscohost.com/,"1,499",C,2010
New Zealand Universities Law Review,0549-0618,,http://www.ebscohost.com/,"1,80,105",A,2010
Nonprofit and Voluntary Sector Quarterly,0899-7640,1552-7395,http://nvs.sagepub.com/,"1,503",A,2010
Nonprofit Management and Leadership,1048-6682,1542-7854,http://www.josseybass.com/WileyCDA/WileyTitle/productCd-NML.html,"1,503",B,2010
Nordic Journal of Commercial Law,1459-9686,,http://www.njcl.utu.fi/,"1,80,105",C,2010
Nordic Journal of Political Economy,0805-7508,,http://www.samfunnsforskning.no/,"1,402",C,2010
North American Actuarial Journal,1092-0277,,http://www.soa.org/,"1,502",B,2010
North South Business Review (NSBR),1991-4938,,http://www.northsouth.edu/,"1,503",C,2010
Northern Economic Review,0262-0383,,,1402,C,2010
Northwestern Journal of International Law  Business,0196-3228,,http://www.heinonline.org/,"1,80,105",B,2010
Nova Economia: the journal of the economics department at UFMG,0103-6351,,http://www.face.ufmg.br/novaeconomia/eng/,"1,402",C,2010
Numerische Mathematik,0029-599X,0945-3245,http://www.springerlink.com/,"1,403",A*,2010
NYU Journal of Law and Business,1558-5778,,http://heinonline.org/,"1,80,105",C,2010
O P E C Energy Review: energy economics and related issues,1753-0229,1753-0237,http://www3.interscience.wiley.com/,"1,402",C,2010
Observatoire Francais des Conjonctures Economiques. Revue: observations et diagnostics economiques,1265-9576,1777-5647,,"1,402",C,2010
"Oil, Gas and Energy Quarterly",1096-9195,,http://www.bus.lsu.edu/,"1,80,105",C,2010
Omega,0305-0483,1873-5274,http://www.elsevier.com/,"1,503",A,2010
Open Economies Review,0923-7992,1573-708X,http://www.springerlink.com/,"1,402",B,2010
Operational Research: An International Journal,1109-2858,1866-1505,http://www.springerlink.com/,"1,503",C,2010
Operations Management Research,1936-9735,1936-9743,http://www.springerlink.com/,"1,503",C,2010
Operations Research,0030-364X,1526-5463,http://www.ebscohost.com/,"1,503",A*,2010
Operations Research Letters,0167-6377,1872-7468,http://www.elsevier.com/,"1,503",A,2010
Opsearch: journal of the Operational Research Society of India,0030-3887,0975-0320,http://www.springerlink.com/,"1,503",C,2010
Optimal Control Applications and Methods,0143-2087,1099-1514,http://www3.interscience.wiley.com/,"1,503",B,2010
Optimization,0233-1934,1029-4945,http://www.informaworld.com/,"1,503",B,2010
OR Insight,0953-5543,1759-0477,http://www.palgrave-journals.com/,"1,503",C,2010
OR Spectrum,0171-6468,1436-6304,http://www.springerlink.com/,"1,503",B,2010
Oregon Law Review,0196-2043,,http://www.heinonline.org/,"1,80,105",A,2010
Organization and Environment: international journal of ecosocial research,1086-0266,,http://www.sagepub.com/,"1,503",B,2010
Organization Development Journal,0889-6402,,,"1,503",C,2010
Organization Management Journal,1541-6518,,http://www.palgrave-journals.com/,"1,503",C,2010
Organization Science,1047-7039,1526-5455,http://orgsci.journal.informs.org/,"1,503",A*,2010
Organization Studies,0170-8406,1741-3044,http://oss.sagepub.com/,"1,503",A*,2010
"Organization: the critical journal of organization, theory and society",1350-5084,1461-7323,http://org.sagepub.com/,"1,503",A,2010
Organizational Behavior and Human Decision Processes,0749-5978,1095-9920,http://www.elsevier.com/,"1,503",A*,2010
Organizational Dynamics,0090-2616,1873-3530,http://www.elsevier.com/,"1,503",A,2010
Organizational Research Methods,1094-4281,1552-7425,http://www.sagepub.com/,"1,503",A,2010
ORiON,0259-191X,,http://www.proquest.com/,806,C,2010
Osaka Journal  of  Mathematics,0030-6126,,http://projecteuclid.org/,"1,403",B,2010
Osgoode Hall Law Journal,0030-6185,,http://www.heinonline/,"1,80,105",A,2010
Otago Law Review,0078-6918,,http://heinonline.org.ezproxy/,"1,80,105",C,2010
Oxford Bulletin of Economics and Statistics,0305-9049,1468-0084,http://www3.interscience.wiley.com/,"1,403",A,2010
Oxford Development Studies,1360-0818,1469-9966,http://www.informaworld.com/,"1,402",B,2010
Oxford Economic Papers,0030-7653,1464-3812,http://oep.oxfordjournals.org/,"1,402",A,2010
Oxford Journal of Business and Economics,1551-4498,,http://www.facultyforum.com/ojbe/,"1,503",C,2010
Oxford Journal of Legal Studies,0143-6503,1464-3820,http://www.jstor.org/,"1,80,105",A,2010
Oxford Review of Economic Policy,0266-903X,1460-2121,http://oxrep.oxfordjournals.org/,"1,402",A,2010
Oxford University Commonwealth Law Journal,1472-9342,1757-8469,http://www.hartjournals.co.uk/,"1,80,105",A*,2010
Oxonomics: Oxford university economic studies,1752-5195,1752-5209,http://www.wiley.com/,"1,402",B,2010
Pacific Accounting Review,0114-0582,,http://www.emeraldinsight.com/,"1,501",B,2010
Pacific Affairs: an international review of Asia and the Pacific,0030-851X,1715-3379,http://www.proquest.co.uk/en-UK/,"1,499",B,2010
Pacific Asia Journal of the Association for Information Systems,1943-7536,1943-7544,http://journal.ecrc.nsysu.edu.tw/pajais/,806,B,2010
Pacific Economic Bulletin,0817-8038,,,"1,402",C,2010
Pacific Economic Review,1361-374X,1468-0106,http://www3.interscience.wiley.com/,"1,402",B,2010
Pacific Review,0951-2748,1470-1332,http://www.informaworld.com/,"1,499",A,2010
Pacific Rim Law and Policy Journal,1066-8632,,http://www.heinonline.org/,"1,80,105",A,2010
Pacific Rim Property Research Journal,1444-8921,,,1504,C,2010
Pacific-Basin Finance Journal,0927-538X,,http://www.elsevier.com/,"1,502",A,2010
Pakistan Development Review,0030-9729,,,"1,402",C,2010
Pakistan Economic and Social Review,1011-002X,,,"1,402",C,2010
Pakistan Journal of Applied Economics,0254-9204,,,"1,402",C,2010
Pakistan Journal of Statistics,1012-9367,,,"1,403",C,2010
Papers in Regional Science,1056-8190,1435-5957,http://www.springerlink.com/,"1,402",B,2010
Parliamentary Affairs: a journal of representative politics,0031-2290,1460-2482,http://pa.oxfordjournals.org/,"1,499",B,2010
Pasos,1695-7121,,http://www.pasosonline.org/,"1,506",C,2010
Pennsylvania Economic Review,1531-0949,,,"1,402",C,2010
Pensions: an international journal,1478-5315,1750-208X,http://www.palgrave-journals.com/,"1,502",C,2010
People and Place,1039-4788,,http://search.informit.com.au/,"1,503",B,2010
People Management,1358-6297,1358-6297,http://www.ebscohost.com/,"1,503",C,2010
Pepperdine Law Review,0092-430X,,http://www.heinonline.org/,"1,80,105",C,2010
Perceptual and Motor Skills,0031-5125,1558-688X,,"1,503",C,2010
Performance Measurement and Metrics: the international journal for library and information services,1467-8047,1758-6925,http://www.emeraldinsight.com/,"1,503",C,2010
Personal and Ubiquitous Computing,1617-4909,1617-4917,http://www.springerlink.com/,806,B,2010
Personality and Individual Differences,0191-8869,1873-3549,http://www.sciencedirect.com/,"1,503",A,2010
Personality and Social Psychology Bulletin,0146-1672,1552-7433,http://psp.sagepub.com/,"1,503",A,2010
Personality and Social Psychology Review,1088-8683,1532-7957,http://psr.sagepub.com/,1503,A*,2010
Personnel Psychology: a journal of applied research,0031-5826,1744-6570,http://www.wiley.com/,"1,503",A*,2010
Personnel Review,0048-3486,1758-6933,http://www.emeraldinsight.com/,"1,503",B,2010
Perspectives on Work,1534-9276,1534-9276,http://www.press.uillinois.edu/journals/pow.html,"1,503",C,2010
Pesquisa e Planejamento Economico,0100-0551,,,"1,402",C,2010
Petroleum Accounting and Financial Management Journal,1554-2904,,http://web.lib.hse.fi/,"1,501",C,2010
PharmacoEconomics,1170-7690,1590-9158,http://www.ebscohost.com/,"1,402",B,2010
Philippine Journal of Industrial Relations,0115-6373,,,"1,503",C,2010
"Philosophical Transactions of the Royal Society A. Mathematical, Physical and Engineering Sciences",1364-503X,1471-2962,http://rsta.royalsocietypublishing.org/,"1,503",A*,2010
Philosophy and Public Affairs,0048-3915,1088-4963,http://www3.interscience.wiley.com/,"1,499",A,2010
Philosophy of Management,1740-3812,,http://www.managementphilosophers.com/,"1,503",C,2010
Philosophy of the Social Sciences,0048-3931,1552-7441,http://pos.sagepub.com/,"1,503",B,2010
Physica A: Statistical Mechanics and its Applications,0378-4371,1873-2119,http://www.sciencedirect.com/,"1,403",A,2010
Pittsburgh Tax Review,1932-1821,,http://www.heinonline.org/,"1,80,125",C,2010
Policy,1032-6634,,http://search.informit.com.au/,"1,402",C,2010
Policy and Politics: an international journal,0305-5736,1470-8442,http://www.swetswise.com/,"1,499",A,2010
Policy Sciences: an international journal devoted to the improvement of policy making,0032-2687,1573-0891,http://www.springerlink.com/,"1,499",B,2010
Policy Studies,0144-2872,1470-1006,http://www.informaworld.com/,"1,499",B,2010
Policy Studies Journal,0190-292X,1541-0072,http://www.proquest.co.uk/en-UK/,"1,499",B,2010
Political Communication: an international journal,1058-4609,1091-7675,http://www.informaworld.com/,"1,499",A,2010
Political Quarterly,0032-3179,1467-923X,http://www3.interscience.wiley.com/,"1,499",B,2010
Political Science Quarterly: the journal of public and international affairs,0032-3195,1538-165X,http://www.proguest.co.uk/en-UK/,"1,499",A,2010
Political Studies,0032-3217,1467-9248,http://www3.interscience.wiley.com/,"1,499",B,2010
"Politicka Ekonomie: teorie, modelovani, aplikace",0032-3233,,http://www.vse.cz/polek/,"1,402",B,2010
Politics and Society,0032-3292,1552-7514,http://pas.sagepub.com/,"1,499",B,2010
"Politics, Philosophy and Economics",1470-594X,1741-3060,http://ppe.sagepub.com/,"1,402",B,2010
Population,0032-4663,1957-7966,http://www.jstor.org/,"1,499",B,2010
Population and Development Review,0098-7921,1728-4457,http://www3.interscience.wiley.com/,"1,499",A,2010
Population and Environment,0199-0039,1573-7810,http://www.springerlink.com/,"1,499",A,2010
Population Bulletin,0032-468X,,http://www.proquest.co.uk/en-UK/,"1,499",A,2010
Population Research and Policy Review,0167-5923,1573-7829,http://www.springerlink.com/,"1,499",A,2010
Population Studies: a journal of demography,0032-4728,1477-4747,http://www.informaworld.com/,"1,499",A,2010
Population Trends,0307-4463,2040-1590,http://www.statistics.gov.uk/,"1,499",C,2010
"Population, Space and Place",1544-8444,1544-8452,http://www3.interscience.wiley.com/,"1,499",C,2010
Portuguese Economic Journal,1617-982X,1617-9838,http://www.springerlink.com/,"1,402",C,2010
Post-Communist Economies,1463-1377,1465-3958,http://www.informaworld.com/,"1,402",B,2010
Post-Soviet Affairs,1060-586X,1938-2855,http://www.bellpub.com/psa/,"1,402",B,2010
Poznan University of Economics Review,1643-5877,,,"1,401",C,2010
Prague Economic Papers: quarterly journal of economic theory and policy,1210-0455,,,"1,402",C,2010
Prism,1448-4404,,http://praxis.massey.ac.nz/,"1,503",B,2010
Probability Theory and Related Fields,0178-8051,1432-2064,http://www.springerlink.com/,"1,403",A*,2010
Problemas del Desarrollo: revista latinoamericana de economia,0301-7036,,http://www.probdes.iiec.unam.mx/,"1,402",C,2010
Problems and Perspectives in Management,1727-7051,1810-5467,,"1,503",C,2010
Problems of Economic Transition: a journal of translations from Russian,1061-1991,1557-931X,http://www.ebscohost.com/,"1,402",B,2010
Production and Inventory Management Journal,0897-8336,,,"1,503",B,2010
Production and Operations Management,1059-1478,1937-5956,http://www.poms.org/journal/,"1,503",B,2010
Production Planning and Control,0953-7287,1366-5871,http://www.tandf.co.uk/,"1,503",B,2010
Progress in Development Studies,1464-9934,1477-027X,http://pdj.sagepub.com/,"1,402",C,2010
Project Management Journal,8756-9728,1938-9507,http://www3.interscience.wiley.com/,"1,503",B,2010
Prometheus (Abingdon),0810-9028,1470-1030,http://search.informit.com.au/,"1,503",B,2010
Property Management,0263-7472,1758-731X,http://www.emeraldinsight.com/,"1,504",C,2010
Psychological Bulletin,0033-2909,1939-1455,http://csaweb113v.csa.com/,"1,503",A*,2010
Psychological Methods,1082-989X,1939-1463,http://csaweb113v.csa.com/,"1,503",A,2010
"Psychological Research: an international journal of perception, attention, memory and action",0340-0727,1430-2772,http://www.springerlink.com/,"1,503",A,2010
Psychological Review,0033-295X,1939-1471,http://csaweb112v.csa.com/,"1,503",A*,2010
Psychology and Marketing,0742-6046,1520-6793,http://www3.interscience.wiley.com/,"1,505",A,2010
Psychometrika,0033-3123,1860-0980,http://www.springerlink.com/,"1,403",B,2010
Public Administration and Development: the international journal of management research and practice,0271-2075,1099-162X,http://www3.interscience.wiley.com/,"1,499",A,2010
Public Administration Quarterly,0734-9149,,http://www.proquest.co.uk/en-UK/,"1,499",A,2010
Public Administration Review,0033-3352,1540-6210,http://www.ebscohost.com/,"1,499",A,2010
Public Administration: an international quarterly covering public administration throughout the world,0033-3298,1467-9299,http://www3.interscience.wiley.com/,"1,499",A,2010
Public Budgeting and Finance,0275-1100,1540-5850,http://www3.interscience.wiley.com/,"1,402",C,2010
Public Choice,0048-5829,1573-7101,http://www.springerlink.com/,"1,402",A,2010
Public Finance and Management,1523-9721,,http://www.ebscohost.com/,"1,502",B,2010
Public Finance Review,1091-1421,1552-7530,http://pfr.sagepub.com/,"1,402",B,2010
Public Law: the constitutional and administrative law of the commonwealth,0033-3565,,,"1,80,105",A,2010
Public Management Review,1471-9037,1471-9045,http://www.tandf.co.uk/,"1,503",B,2010
Public Manager,1061-7639,,http://www.thepublicmanager.org/,"1,503",C,2010
Public Money and Management,0954-0962,1467-9302,http://www.ebscohost.com/,"1,402",A,2010
Public Opinion Quarterly,0033-362X,1537-5331,http://poq.oxfordjournals.org/,"1,499",A,2010
Public Performance and Management Review,1530-9576,1557-9271,http://www.jstor.org/,"1,503",B,2010
Public Personnel Management,0091-0260,1945-7421,http://www.ipma-hr.org/,"1,503",C,2010
Public Policy and Administration,0952-0767,1749-4192,http://ppa.sagepub.com/,"1,499",B,2010
Public Policy Research,1744-5396,1744-540X,http://www3.interscience.wiley.com/,"1,402",B,2010
Public Relations Review,0363-8111,1873-4537,http://www.sciencedirect.com/,"1,503",A,2010
Publishing Research Quarterly,1053-8801,1936-4792,,"1,503",C,2010
Qualitative Market Research: an international journal,1352-2752,1758-7646,http://www.emeraldinsight.com/,"1,505",B,2010
Qualitative Research in Accounting and Management,1176-6093,1758-7654,http://www.emeraldinsight.com/,"1,501",B,2010
Qualitative Research in Organizations and Management,1746-5648,1746-5656,http://info.emeraldinsight.com/,"1,503",C,2010
Quality and Quantity: international journal of methodology,0033-5177,1573-7845,http://www.springerlink.com,"1,503",B,2010
Quality in Higher Education,1353-8322,1470-1081,http://www.informaworld.com/,"1,503",C,2010
Quality Management Journal,1068-6967,,http://www.asq.org/pub/qmj/,"1,503",B,2010
Quality of Life Research,0962-9343,1573-2649,http://www.springerlink.com/,"1,503",A,2010
Quantitative Finance,1496-7688,1496-7696,http://www.tandf.co.uk/,"1,502",B,2010
Quantitative Marketing and Economics,1570-7156,1573-711X,http://www.springerlink.com/,"1,505",B,2010
Quarterly Journal of Business and Economics,0747-5535,,http://www.ebscohost.com/,"1,402",B,2010
Quarterly Journal of Electronic Commerce,1528-3526,,,1503,C,2010
Quarterly Journal of Experimental Psychology. Section A: Human Experimental Psychology,0272-4987,1464-0740,http://www.informaworld.com/,"1,503",A,2010
Quarterly Journal of Political Science,1554-0626,1554-0634,http://www.qjps.com/,"1,402",B,2010
Quarterly Review of Economics and Finance,1062-9769,1878-4259,http://www.sciencedirect.com/,"1,402",B,2010
Queensland Review,1321-8166,,http://search.informit.com.au/,"1,503",C,2010
Queensland University of Technology Law and Justice Journal,1445-6230,1445-6249,http://search.informit.com.au/,"1,80,105",C,2010
